Job_ID,Job_Title,Company,Location,Industry,Salary_LPA,Experience_Years,Education,Employment_Type,Work_Mode,Skills_Required,Date_Posted
JOB10129,Junior Data Analyst,CloudMatrix,Bengaluru,SaaS,4.0,0-1,Any Graduate,Internship,Hybrid,"Business Analysis, Data Cleaning, ETL, Excel, Power BI, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-24
JOB10130,Data Analyst,CloudMatrix,Remote,FinTech,5.5,1-2,Any Graduate,Contract,Remote,"DAX, Excel, Google Sheets, Power BI, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-10
JOB10131,Business Analyst,RetailPulse,Kolkata,Retail,5.0,0-1,Any Graduate,Internship,Remote,"Communication, ETL, Power BI, Power Query, Python, SQL, Statistics, Tableau",2026-04-25
JOB10132,MIS Executive,BrightOps,Delhi NCR,Retail,3.8,0-1,Statistics/Mathematics,Contract,On-site,"Communication, Data Cleaning, Power BI, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-04
JOB10133,Reporting Analyst,CloudMatrix,Remote,FinTech,5.8,2-3,Any Graduate,Internship,Remote,"Communication, ETL, Excel, Google Sheets, Power Query, SQL",2026-03-03
JOB10134,Data Associate,MarketSphere,Kolkata,BPO,5.5,1-2,Statistics/Mathematics,Internship,Remote,"DAX, Excel, Google Sheets, Power BI, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-28
JOB10135,Junior Data Analyst,Quantify Labs,Pune,IT Services,7.9,2-3,B.Tech/M.Tech,Internship,Remote,"ETL, Excel, Google Sheets, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-23
JOB10136,Operations Analyst,DataBridge India,Delhi NCR,SaaS,8.4,3-5,Any Graduate,Internship,Hybrid,"DAX, Data Cleaning, Power BI, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-08-08
JOB10137,Operations Analyst,CloudMatrix,Hyderabad,IT Services,7.8,3-5,B.Tech/M.Tech,Contract,Remote,"Business Analysis, Communication, DAX, ETL, Excel, Statistics",2026-05-18
JOB10138,Data Analyst,InsightWorks,Bengaluru,SaaS,7.2,1-2,BCA/MCA,Internship,Remote,"Communication, DAX, ETL, Excel, Google Sheets, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-02-18
JOB10139,Reporting Analyst,BrightOps,Chennai,SaaS,5.5,1-2,B.Com/MBA,Full-time,Remote,"Communication, DAX, ETL, Power Query, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-04-03
JOB10140,Data Associate,CloudMatrix,Delhi NCR,BPO,5.5,1-2,BCA/MCA,Contract,Remote,"Business Analysis, Communication, Data Cleaning, Power BI, Power Query, Python, SQL, Tableau",2026-02-09
JOB10141,Reporting Analyst,BrightOps,Remote,SaaS,6.1,2-3,BCA/MCA,Internship,Remote,"Business Analysis, Communication, DAX, ETL, Excel, Google Sheets, Power BI, Statistics",2026-02-05
JOB10142,Data Analyst,NextGen Systems,Bengaluru,IT Services,5.9,0-1,Statistics/Mathematics,Internship,Remote,"Business Analysis, Communication, ETL, Excel, Power BI, Python, SQL, Tableau",2026-04-27
JOB10143,Data Associate,RetailPulse,Remote,E-commerce,2.9,0-1,Any Graduate,Full-time,Remote,"Communication, DAX, Data Cleaning, ETL, Google Sheets, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-28
JOB10144,Reporting Analyst,CloudMatrix,Pune,Consulting,7.7,2-3,Any Graduate,Internship,Remote,"Business Analysis, DAX, Excel, Google Sheets, Power Query, Python, Statistics",2026-06-28
JOB10145,Data Analyst,NextGen Systems,Bengaluru,FinTech,8.8,3-5,Statistics/Mathematics,Full-time,On-site,"Business Analysis, Communication, DAX, Excel, Google Sheets, Power BI, Power Query, Python, SQL",2026-06-15
JOB10146,Reporting Analyst,NextGen Systems,Remote,IT Services,5.5,2-3,BCA/MCA,Internship,Remote,"Communication, Data Cleaning, SQL, Tableau, VLOOKUP/XLOOKUP",2026-02-15
JOB10147,Operations Analyst,DataBridge India,Bengaluru,FinTech,6.7,2-3,Statistics/Mathematics,Internship,Hybrid,"Communication, Data Cleaning, Google Sheets, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-07-13
JOB10148,Data Analyst,FinEdge Analytics,Bengaluru,SaaS,8.4,3-5,B.Com/MBA,Full-time,Hybrid,"Data Cleaning, ETL, Excel, Power Query, SQL",2026-06-12
JOB10149,Operations Analyst,RetailPulse,Chennai,E-commerce,5.8,1-2,B.Com/MBA,Contract,Hybrid,"Business Analysis, Data Cleaning, Excel, Google Sheets, Power BI, Python, Tableau, VLOOKUP/XLOOKUP",2026-02-09
JOB10150,Business Analyst,BrightOps,Bengaluru,Retail,6.3,0-1,Any Graduate,Full-time,On-site,"Communication, Data Cleaning, Excel, Google Sheets, Power BI, Python, Statistics, Tableau",2026-04-25
JOB10151,Junior Data Analyst,BrightOps,Bengaluru,E-commerce,8.6,2-3,B.Com/MBA,Full-time,On-site,"Excel, Google Sheets, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-27
JOB10152,BI Analyst,FinEdge Analytics,Mumbai,Healthcare,7.3,2-3,B.Com/MBA,Internship,Remote,"ETL, Excel, Power Query, SQL, Tableau",2026-04-03
JOB10153,Reporting Analyst,NextGen Systems,Remote,Retail,3.3,0-1,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Data Cleaning, Google Sheets, Power Query, Statistics",2026-04-23
JOB10154,Junior Data Analyst,InsightWorks,Pune,Healthcare,7.8,3-5,Statistics/Mathematics,Internship,On-site,"Communication, ETL, Excel, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-04-04
JOB10155,Data Analyst,DataBridge India,Remote,Retail,5.3,1-2,B.Com/MBA,Full-time,Remote,"Business Analysis, DAX, Excel, Power BI, Power Query, SQL, Tableau",2026-03-06
JOB10156,Data Associate,NextGen Systems,Chennai,E-commerce,8.3,3-5,Statistics/Mathematics,Full-time,Remote,"Communication, Data Cleaning, ETL, Excel, Google Sheets, Python, VLOOKUP/XLOOKUP",2026-06-18
JOB10157,Operations Analyst,MarketSphere,Delhi NCR,Healthcare,7.6,3-5,B.Com/MBA,Contract,Hybrid,"Communication, ETL, Python, Tableau, VLOOKUP/XLOOKUP",2026-05-29
JOB10158,Data Associate,Quantify Labs,Hyderabad,Healthcare,8.3,2-3,Statistics/Mathematics,Contract,Hybrid,"Business Analysis, Communication, Excel, Power BI, Power Query, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-03-29
JOB10159,Data Associate,DataBridge India,Bengaluru,Healthcare,9.7,3-5,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Communication, DAX, Excel, Google Sheets, SQL, Statistics, Tableau",2026-01-28
JOB10160,MIS Executive,TechNova Solutions,Delhi NCR,Healthcare,9.9,3-5,B.Com/MBA,Internship,Hybrid,"Business Analysis, Communication, ETL, Google Sheets, Power BI, Power Query",2026-04-12
JOB10161,Operations Analyst,CloudMatrix,Kolkata,SaaS,4.1,1-2,Any Graduate,Contract,Remote,"Data Cleaning, Excel, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-03-25
JOB10162,Data Associate,DataBridge India,Delhi NCR,BPO,9.0,3-5,Any Graduate,Full-time,Hybrid,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, Statistics, Tableau",2026-01-22
JOB10163,Business Analyst,BrightOps,Hyderabad,E-commerce,7.5,2-3,Statistics/Mathematics,Full-time,Hybrid,"Business Analysis, Data Cleaning, ETL, Excel, Google Sheets, Power BI, Power Query, Python, VLOOKUP/XLOOKUP",2026-06-12
JOB10164,BI Analyst,BrightOps,Hyderabad,SaaS,5.1,1-2,B.Com/MBA,Internship,Hybrid,"DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics",2026-05-24
JOB10165,Operations Analyst,Quantify Labs,Remote,SaaS,7.4,3-5,Statistics/Mathematics,Internship,Remote,"Business Analysis, Communication, ETL, Google Sheets, Power BI, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-02-13
JOB10166,Business Analyst,InsightWorks,Mumbai,Healthcare,7.5,2-3,B.Tech/M.Tech,Full-time,Hybrid,"DAX, ETL, Google Sheets, Python, VLOOKUP/XLOOKUP",2026-04-19
JOB10167,BI Analyst,RetailPulse,Delhi NCR,E-commerce,4.5,0-1,Statistics/Mathematics,Full-time,On-site,"Business Analysis, ETL, Excel, Google Sheets, SQL",2026-06-11
JOB10168,Reporting Analyst,FinEdge Analytics,Kolkata,E-commerce,6.2,2-3,BCA/MCA,Full-time,On-site,"Communication, DAX, Data Cleaning, Excel, Power BI, Python, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-16
JOB10169,Junior Data Analyst,BrightOps,Pune,Consulting,8.3,3-5,B.Tech/M.Tech,Contract,Hybrid,"Business Analysis, Communication, DAX, ETL, Excel, Power Query, SQL, Statistics, Tableau",2026-04-14
JOB10170,Junior Data Analyst,CloudMatrix,Kolkata,SaaS,4.3,0-1,B.Tech/M.Tech,Contract,Hybrid,"Business Analysis, Communication, Data Cleaning, ETL, Excel, SQL, Statistics, VLOOKUP/XLOOKUP",2026-07-31
JOB10171,Junior Data Analyst,DataBridge India,Hyderabad,SaaS,9.2,3-5,B.Com/MBA,Full-time,Hybrid,"Business Analysis, Communication, DAX, Excel, SQL",2026-02-01
JOB10172,Reporting Analyst,RetailPulse,Hyderabad,Consulting,6.0,2-3,BCA/MCA,Contract,Remote,"Business Analysis, Communication, ETL, Excel, Power BI, Statistics, Tableau",2026-01-14
JOB10173,Business Analyst,TechNova Solutions,Bengaluru,BPO,4.4,0-1,Any Graduate,Contract,Remote,"DAX, Data Cleaning, Power BI, Python, VLOOKUP/XLOOKUP",2026-01-03
JOB10174,MIS Executive,FinEdge Analytics,Remote,E-commerce,3.5,0-1,B.Com/MBA,Full-time,Remote,"Business Analysis, ETL, Excel, Google Sheets, Statistics",2026-04-05
JOB10175,Business Analyst,CloudMatrix,Kolkata,FinTech,4.7,1-2,Any Graduate,Full-time,On-site,"Communication, DAX, Data Cleaning, ETL, Power BI, Power Query",2026-08-09
JOB10176,Operations Analyst,MarketSphere,Delhi NCR,Consulting,8.1,3-5,Any Graduate,Internship,Hybrid,"Business Analysis, Communication, Excel, Python, Tableau, VLOOKUP/XLOOKUP",2026-06-03
JOB10177,Reporting Analyst,CloudMatrix,Pune,SaaS,7.8,3-5,Statistics/Mathematics,Full-time,Remote,"Business Analysis, DAX, Google Sheets, Power Query, Python",2026-01-29
JOB10178,Data Analyst,TechNova Solutions,Delhi NCR,Consulting,6.2,2-3,BCA/MCA,Full-time,On-site,"Communication, DAX, Excel, Power BI, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-18
JOB10179,Operations Analyst,InsightWorks,Mumbai,Healthcare,8.6,3-5,BCA/MCA,Internship,Hybrid,"Communication, Data Cleaning, ETL, Excel, Power BI, SQL, Tableau, VLOOKUP/XLOOKUP",2026-03-21
JOB10180,Operations Analyst,MarketSphere,Bengaluru,IT Services,8.2,2-3,B.Tech/M.Tech,Internship,Remote,"DAX, ETL, Excel, Power Query, Python, SQL",2026-06-06
JOB10181,MIS Executive,FinEdge Analytics,Bengaluru,E-commerce,5.7,0-1,B.Tech/M.Tech,Full-time,Remote,"Communication, DAX, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-07-20
JOB10182,BI Analyst,Quantify Labs,Bengaluru,E-commerce,4.7,0-1,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, DAX, Data Cleaning, Excel, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-01-15
JOB10183,Business Analyst,RetailPulse,Bengaluru,E-commerce,7.0,1-2,BCA/MCA,Full-time,Remote,"Business Analysis, DAX, Google Sheets, Python, SQL",2026-04-04
JOB10184,Operations Analyst,CloudMatrix,Pune,IT Services,6.2,2-3,B.Com/MBA,Full-time,Hybrid,"Data Cleaning, Excel, Google Sheets, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-02-15
JOB10185,BI Analyst,Quantify Labs,Mumbai,Healthcare,6.2,2-3,Statistics/Mathematics,Full-time,On-site,"DAX, Data Cleaning, ETL, Excel, Python, SQL, Statistics, Tableau",2026-06-01
JOB10186,Data Analyst,BrightOps,Chennai,Healthcare,3.4,0-1,B.Com/MBA,Contract,On-site,"ETL, Excel, Google Sheets, Power Query, SQL, Statistics, Tableau",2026-02-22
JOB10187,MIS Executive,InsightWorks,Mumbai,E-commerce,3.6,0-1,B.Com/MBA,Full-time,Remote,"Business Analysis, DAX, Excel, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-05-29
JOB10188,Data Analyst,DataBridge India,Chennai,FinTech,4.6,1-2,BCA/MCA,Full-time,On-site,"Communication, DAX, Excel, Google Sheets, Power Query, SQL, Tableau",2026-02-21
JOB10189,Data Associate,DataBridge India,Remote,Consulting,6.5,2-3,Statistics/Mathematics,Full-time,Remote,"Communication, DAX, Data Cleaning, Google Sheets, Power Query, Python, SQL, Statistics, Tableau",2026-01-24
JOB10190,Junior Data Analyst,Quantify Labs,Hyderabad,Healthcare,5.0,0-1,Any Graduate,Contract,On-site,"Communication, Data Cleaning, Excel, Power BI, SQL, Tableau, VLOOKUP/XLOOKUP",2026-04-14
JOB10191,MIS Executive,InsightWorks,Bengaluru,IT Services,4.0,0-1,Any Graduate,Full-time,Remote,"Excel, Power BI, Power Query, Python, Statistics, Tableau",2026-07-28
JOB10192,Data Associate,TechNova Solutions,Hyderabad,Retail,5.5,0-1,B.Com/MBA,Full-time,Hybrid,"DAX, Excel, Google Sheets, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-05-08
JOB10193,Reporting Analyst,RetailPulse,Hyderabad,SaaS,6.4,2-3,Any Graduate,Full-time,Hybrid,"Data Cleaning, ETL, Google Sheets, Python, SQL, Tableau",2026-05-08
JOB10194,Operations Analyst,MarketSphere,Hyderabad,BPO,7.6,3-5,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, DAX, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-03-30
JOB10195,Data Analyst,CloudMatrix,Delhi NCR,Consulting,4.6,1-2,Statistics/Mathematics,Internship,On-site,"DAX, Excel, Google Sheets, Power BI, Python, Statistics, VLOOKUP/XLOOKUP",2026-03-05
JOB10196,Reporting Analyst,NextGen Systems,Chennai,E-commerce,7.8,2-3,Statistics/Mathematics,Full-time,Hybrid,"Communication, Data Cleaning, Power BI, Python, SQL, Statistics",2026-06-30
JOB10197,BI Analyst,NextGen Systems,Hyderabad,Healthcare,7.2,3-5,BCA/MCA,Contract,Remote,"Business Analysis, Data Cleaning, Excel, Python, VLOOKUP/XLOOKUP",2026-01-01
JOB10198,MIS Executive,MarketSphere,Delhi NCR,FinTech,3.4,0-1,B.Tech/M.Tech,Contract,Hybrid,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Power BI, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-04-12
JOB10199,MIS Executive,DataBridge India,Hyderabad,Retail,9.2,3-5,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Communication, Data Cleaning, Google Sheets, Power BI, Python, Statistics, VLOOKUP/XLOOKUP",2026-05-31
JOB10200,BI Analyst,DataBridge India,Hyderabad,BPO,6.3,1-2,Any Graduate,Full-time,Hybrid,"Data Cleaning, Excel, Power BI, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-08
JOB10201,Junior Data Analyst,InsightWorks,Hyderabad,IT Services,5.3,0-1,Any Graduate,Contract,Hybrid,"Communication, DAX, Excel, Python, SQL, Statistics, Tableau",2026-03-07
JOB10202,Operations Analyst,TechNova Solutions,Hyderabad,Consulting,8.4,3-5,Any Graduate,Contract,Hybrid,"DAX, Excel, Google Sheets, Power BI, Power Query, Python, Statistics, VLOOKUP/XLOOKUP",2026-01-19
JOB10203,Business Analyst,RetailPulse,Bengaluru,E-commerce,6.8,2-3,Statistics/Mathematics,Contract,On-site,"Communication, DAX, ETL, Excel, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-01-08
JOB10204,Data Analyst,TechNova Solutions,Bengaluru,Retail,6.9,2-3,Statistics/Mathematics,Internship,Hybrid,"Data Cleaning, Excel, Google Sheets, Power Query, SQL, Tableau",2026-01-25
JOB10205,MIS Executive,InsightWorks,Kolkata,IT Services,4.8,2-3,BCA/MCA,Full-time,Remote,"Communication, DAX, Data Cleaning, Google Sheets, Tableau",2026-02-21
JOB10206,BI Analyst,RetailPulse,Bengaluru,BPO,10.1,3-5,BCA/MCA,Contract,On-site,"Business Analysis, DAX, ETL, Excel, Google Sheets, SQL, Tableau",2026-04-05
JOB10207,BI Analyst,BrightOps,Remote,Retail,7.6,3-5,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Communication, Data Cleaning, Excel, Power BI, SQL, Statistics",2026-07-26
JOB10208,Operations Analyst,BrightOps,Chennai,E-commerce,8.3,3-5,Any Graduate,Contract,On-site,"DAX, Excel, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-27
JOB10209,MIS Executive,InsightWorks,Pune,FinTech,4.5,1-2,B.Com/MBA,Internship,Hybrid,"Communication, DAX, Excel, Power BI, Power Query, Python, Statistics, Tableau",2026-07-26
JOB10210,Junior Data Analyst,DataBridge India,Mumbai,E-commerce,10.0,3-5,Statistics/Mathematics,Internship,Remote,"Data Cleaning, ETL, Excel, SQL, VLOOKUP/XLOOKUP",2026-04-17
JOB10211,Business Analyst,DataBridge India,Bengaluru,Retail,5.9,0-1,Any Graduate,Contract,Hybrid,"DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics, Tableau",2026-04-14
JOB10212,Reporting Analyst,DataBridge India,Kolkata,Consulting,8.8,3-5,B.Com/MBA,Contract,Hybrid,"Communication, DAX, ETL, Excel, SQL, Statistics, Tableau",2026-02-28
JOB10213,Operations Analyst,BrightOps,Bengaluru,Retail,6.2,1-2,BCA/MCA,Internship,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-03-21
JOB10214,Data Analyst,CloudMatrix,Hyderabad,Consulting,6.7,1-2,B.Tech/M.Tech,Contract,Remote,"Business Analysis, Communication, DAX, Excel, Google Sheets, SQL",2026-06-30
JOB10215,Operations Analyst,FinEdge Analytics,Bengaluru,FinTech,4.5,0-1,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, DAX, Data Cleaning, ETL, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-02-11
JOB10216,Data Analyst,Quantify Labs,Hyderabad,E-commerce,6.6,1-2,BCA/MCA,Internship,On-site,"Business Analysis, Excel, Power Query, Python, SQL, Tableau",2026-01-03
JOB10217,Reporting Analyst,BrightOps,Mumbai,Retail,7.9,2-3,Statistics/Mathematics,Full-time,On-site,"Business Analysis, Communication, DAX, Power Query, Python, Statistics, Tableau",2026-03-19
JOB10218,Junior Data Analyst,DataBridge India,Mumbai,Healthcare,7.8,2-3,Any Graduate,Internship,Hybrid,"Communication, Data Cleaning, ETL, Excel, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-02-18
JOB10219,Junior Data Analyst,CloudMatrix,Hyderabad,SaaS,4.9,0-1,B.Tech/M.Tech,Internship,Hybrid,"ETL, Excel, Google Sheets, Power Query, SQL, Statistics, Tableau",2026-07-02
JOB10220,MIS Executive,InsightWorks,Hyderabad,Healthcare,5.9,2-3,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, ETL, Power BI, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-17
JOB10221,BI Analyst,RetailPulse,Chennai,Consulting,6.3,2-3,B.Com/MBA,Full-time,On-site,"Business Analysis, Communication, DAX, ETL, Excel, Google Sheets, SQL, Tableau, VLOOKUP/XLOOKUP",2026-01-31
JOB10222,MIS Executive,TechNova Solutions,Pune,IT Services,6.6,2-3,B.Com/MBA,Contract,On-site,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-03-22
JOB10223,MIS Executive,RetailPulse,Hyderabad,SaaS,9.2,3-5,B.Com/MBA,Full-time,On-site,"Communication, Data Cleaning, ETL, Power BI, Power Query",2026-04-14
JOB10224,Reporting Analyst,RetailPulse,Delhi NCR,Consulting,5.7,0-1,BCA/MCA,Full-time,On-site,"Business Analysis, Communication, Data Cleaning, Excel, Google Sheets, Power BI, Python, SQL, Statistics",2026-01-27
JOB10225,BI Analyst,RetailPulse,Mumbai,IT Services,9.5,3-5,BCA/MCA,Full-time,Remote,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-07-27
JOB10226,MIS Executive,FinEdge Analytics,Pune,IT Services,4.6,0-1,Statistics/Mathematics,Full-time,Remote,"Communication, ETL, Excel, Power Query, SQL, Statistics",2026-06-13
JOB10227,Business Analyst,TechNova Solutions,Kolkata,Consulting,4.2,0-1,B.Com/MBA,Internship,On-site,"Business Analysis, DAX, ETL, Excel, Power BI, Power Query, Tableau, VLOOKUP/XLOOKUP",2026-06-27
JOB10228,BI Analyst,InsightWorks,Hyderabad,SaaS,9.3,3-5,BCA/MCA,Internship,On-site,"Data Cleaning, ETL, Excel, SQL, Tableau",2026-07-20
JOB10229,BI Analyst,TechNova Solutions,Pune,FinTech,7.4,2-3,Any Graduate,Internship,Remote,"Communication, DAX, Excel, Power BI, Python, Statistics, VLOOKUP/XLOOKUP",2026-01-01
JOB10230,Data Associate,FinEdge Analytics,Hyderabad,Consulting,5.2,0-1,B.Com/MBA,Full-time,On-site,"Business Analysis, ETL, Excel, Python, Tableau",2026-04-27
JOB10231,MIS Executive,DataBridge India,Kolkata,BPO,5.8,2-3,B.Tech/M.Tech,Contract,Remote,"Data Cleaning, ETL, Excel, Google Sheets, Power BI, Power Query, SQL",2026-06-19
JOB10232,BI Analyst,Quantify Labs,Bengaluru,Retail,8.5,2-3,BCA/MCA,Full-time,On-site,"DAX, Excel, Google Sheets, Power Query, SQL, Tableau",2026-08-06
JOB10233,Data Analyst,Quantify Labs,Hyderabad,FinTech,4.2,0-1,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, ETL, Excel, Google Sheets, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-05-04
JOB10234,Business Analyst,CloudMatrix,Mumbai,SaaS,6.0,2-3,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Communication, Data Cleaning, ETL, Excel, Google Sheets, Python, Statistics, VLOOKUP/XLOOKUP",2026-07-06
JOB10235,Operations Analyst,CloudMatrix,Hyderabad,BPO,3.1,0-1,B.Tech/M.Tech,Full-time,Remote,"DAX, ETL, Excel, Google Sheets, Power BI, VLOOKUP/XLOOKUP",2026-03-24
JOB10236,Reporting Analyst,Quantify Labs,Chennai,SaaS,9.0,3-5,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, DAX, Data Cleaning, Excel, Google Sheets",2026-08-08
JOB10237,Data Analyst,NextGen Systems,Bengaluru,BPO,8.9,3-5,Any Graduate,Full-time,Hybrid,"Communication, Data Cleaning, Excel, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-04-27
JOB10238,Junior Data Analyst,NextGen Systems,Remote,Consulting,7.3,2-3,Statistics/Mathematics,Internship,Remote,"Communication, Excel, Google Sheets, Python, SQL",2026-03-29
JOB10239,Business Analyst,CloudMatrix,Kolkata,BPO,4.8,1-2,Any Graduate,Contract,On-site,"Business Analysis, Communication, Data Cleaning, Excel, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-04-28
JOB10240,Business Analyst,BrightOps,Remote,E-commerce,8.7,3-5,Statistics/Mathematics,Full-time,Remote,"Communication, DAX, ETL, Google Sheets, Power BI, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-04
JOB10241,Business Analyst,DataBridge India,Chennai,E-commerce,6.7,2-3,B.Com/MBA,Internship,Remote,"Business Analysis, Data Cleaning, ETL, Power BI, Power Query, Python, Statistics, Tableau",2026-04-26
JOB10242,BI Analyst,Quantify Labs,Delhi NCR,Retail,5.0,1-2,Statistics/Mathematics,Contract,Hybrid,"Business Analysis, Communication, DAX, ETL, Excel, Power BI, SQL, Statistics, Tableau",2026-05-24
JOB10243,Data Analyst,FinEdge Analytics,Bengaluru,E-commerce,4.8,0-1,Any Graduate,Internship,Hybrid,"Communication, Excel, Power BI, SQL, Tableau",2026-06-24
JOB10244,Reporting Analyst,BrightOps,Kolkata,Retail,7.0,2-3,BCA/MCA,Internship,Remote,"Communication, Data Cleaning, ETL, Python, VLOOKUP/XLOOKUP",2026-07-10
JOB10245,BI Analyst,NextGen Systems,Kolkata,Healthcare,7.3,3-5,BCA/MCA,Contract,Hybrid,"Data Cleaning, Excel, Google Sheets, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-30
JOB10246,MIS Executive,FinEdge Analytics,Bengaluru,IT Services,7.6,1-2,B.Tech/M.Tech,Contract,Remote,"Business Analysis, Communication, Data Cleaning, Excel, Google Sheets, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-30
JOB10247,MIS Executive,BrightOps,Kolkata,Healthcare,6.0,1-2,BCA/MCA,Internship,On-site,"Business Analysis, Communication, DAX, Data Cleaning, Google Sheets, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-03-23
JOB10248,MIS Executive,MarketSphere,Chennai,SaaS,7.0,3-5,Statistics/Mathematics,Internship,On-site,"Communication, ETL, Google Sheets, Python, Statistics, Tableau",2026-02-25
JOB10249,Business Analyst,FinEdge Analytics,Delhi NCR,IT Services,7.9,3-5,Statistics/Mathematics,Contract,Remote,"Communication, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, Python, SQL, Statistics",2026-05-19
JOB10250,Data Associate,TechNova Solutions,Remote,FinTech,3.7,0-1,BCA/MCA,Internship,Remote,"ETL, Excel, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-05-17
JOB10251,Operations Analyst,TechNova Solutions,Bengaluru,FinTech,6.5,1-2,Any Graduate,Full-time,On-site,"Business Analysis, Communication, DAX, ETL, Excel, Power BI, SQL, Statistics",2026-03-26
JOB10252,BI Analyst,TechNova Solutions,Bengaluru,FinTech,7.5,1-2,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Communication, ETL, Excel, Power Query, Python, SQL, Statistics",2026-05-17
JOB10253,Business Analyst,DataBridge India,Delhi NCR,Healthcare,4.1,0-1,BCA/MCA,Internship,Hybrid,"Business Analysis, DAX, Data Cleaning, Excel, Power Query, SQL, Tableau",2026-05-02
JOB10254,BI Analyst,MarketSphere,Hyderabad,Retail,7.4,2-3,Statistics/Mathematics,Internship,On-site,"Business Analysis, ETL, Excel, Google Sheets, Power BI, SQL, VLOOKUP/XLOOKUP",2026-05-27
JOB10255,BI Analyst,MarketSphere,Pune,IT Services,6.1,2-3,Statistics/Mathematics,Contract,Remote,"Business Analysis, Communication, Data Cleaning, Excel, Google Sheets, Power BI, Python, SQL, Tableau",2026-06-21
JOB10256,Business Analyst,CloudMatrix,Mumbai,FinTech,4.2,0-1,B.Tech/M.Tech,Internship,On-site,"Communication, DAX, Data Cleaning, ETL, Power BI, Statistics",2026-06-21
JOB10257,Reporting Analyst,NextGen Systems,Delhi NCR,Healthcare,8.5,3-5,BCA/MCA,Internship,Remote,"Communication, Data Cleaning, ETL, Excel, Power BI, Python, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-02
